ASIN,Manufacturer,Name,Price,Product_description,Product_url,Rating,Reviews
B09VTDMRY7,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002","FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",749,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-17,4.1 out of 5 stars,"6,672"
B07MXL986B,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,374," Light weight and spacious casual backpack with 3 compartments and 1 front easy-access pocket. The back compartment is fully padded for cushioning. The middle compartment has organizer for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road.It is a simple looking backpack with no loud prints or designing which suits the taste of all kinds of users. The design is very practical having large size with plenty of pockets and provisions. No matter how much stuff you have, you will never be short of space. ",https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-14,3.9 out of 5 stars,"4,292"
B07G3CG9FC,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",ADISA Laptop Backpack 31 Ltrs,349," Holding your bag on shoulder rather on hands convenient, to commute to your daily routine. Whether you are riding a two-wheeler, travelling by buses or catching trains to reach your destination, backpacks are the most suitable choice. Not restricted to laptops, backpacks are becoming common for colleges, schools and gyms. ",https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-15,4.0 out of 5 stars,"9,235"
B097JH4V5G,"Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838","Safari Omega 30L Laptop Backpack with Raincover, school bag for boys and girls, college bag, office bag, travel bag for men and women, Teal",699,"Safari Omega is a multi-purpose 2 compartment spacious laptop backpack suitable for office, travel, school. It comes with 2 front pockets and an organizer. The compression straps make your travelling comfortable by restricting the movement of items inside the backpack. It also comes with a rain cover ensuring protection throughout the year. Reflective strips will provide assistance during night travel. All in all it's a fully packed product that caters to all your daily travel needs.",https://www.amazon.in/Safari-Laptop-Backpack-Raincover-college/dp/B097JH4V5G/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-13,3.9 out of 5 stars,155
Safari Industries (India) Ltd,unisex-adult,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"2,299",,https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-16,4.5 out of 5 stars,"7,737"
B0BJ32LQ6X,Amazing Bags,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,689,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-10,3.9 out of 5 stars,"3,853"
 B08R7RPVJF ,"
                ‎Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India ","Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",449,,https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-7,4.4 out of 5 stars,"5,279"
B09VCLZ3K4,Amazing Bags,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,689,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-8,3.9 out of 5 stars,"3,853"
B098QFF5TJ,"Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507",Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,689,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-6,4.1 out of 5 stars,"1,956"
Fur Jaden,"Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028",Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,799,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-5,4.3 out of 5 stars,"6,886"
IMP omega Navy blue,18 x 29 x 43 Centimeters,Impulse IMP Omega 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,510,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs",https://www.amazon.in/Impulse-IMP-Backpack-Resistant-Navy/dp/B0CJHXH8M8/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-83,4.7 out of 5 stars,12
PrestoOBD-XL10bagsPO6,125 g,"Presto! Oxo-Biodegradable Garbage Bags, XL (30 x 37 inches) - 10 bags/roll (Pack of 6, Black, plastic)",389,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! XL in size, they easily fit any extra large dustbins, allowing you to clean out overflowing trash. Or store away old clothes for donation or clear out your yard, garden or basement. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. They are available in black colour in a pack of 6 rolls, and each roll contains 10 bags for your convenience.",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821QGBDY/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-84,4.3 out of 5 stars,"2,111"
 B07CJCGM1M ,"
                ‎0.48 Kilograms ",American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),"1,049",,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-4,4.0 out of 5 stars,"56,357"
 B07RTJV6G4 ,"
                ‎Others ","amazon basics Vacuum Compression Storage Bags with Hand Pump - Medium, 5-Pack",499," Save space where you need it most with the AmazonBasics Vacuum Compression Storage Bags with Hand Pump. This incredible storage solution allows you to easily vacuum-seal clothing, linens, drapery, and much more. Expertly protect your essentials and heirlooms from insects, mold, bad odors, and moisture while saving space at the same time. ",https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Medium/dp/B07RTJV6G4/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-82,4.4 out of 5 stars,"7,817"
B07YY6PTMN,"Korrun India Pvt.  Ltd., Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka",MI Business Casual 21L Water Resistant Laptop Backpack,749,"
                                                          ",https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-81,4.4 out of 5 stars,"4,682"
Uber Fashion Merchandise Pvt. Ltd.,unisex-adult,F Gear String 11 Ltrs Nylon Black Gym Bag,146,The product will be an excellent pick for you. It ensures an easy maintenance.,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-80,4.1 out of 5 stars,665
 B07NLB6FRS ,"
                ‎No ",NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,269," Nivia Basic Duffle Gym Bag has a large compartment with one pocket and a side mash pocket for a water bottle. Made with high-quality accessories and a zipper, this bag has adjustable handles as well as a shoulder strap for better comfort, it will keep your stuff organized and carry it comfortably through the day. ",https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-79,4.0 out of 5 stars,"4,177"
B09CMS3K2S,Half_Moon,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,459,"
                                                          ",https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-99,3.6 out of 5 stars,113
DK01CSP-HYP,22.2 x 15.9 x 7 Centimeters,DEIN KLEIDER Men's Nylon Messenger Bag,346,"Spacious and convenient, ideal for use as Messenger Bag.perfect product from DEIN KLEIDER for storing in your Objects to take with you for extra storage.",https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-83,4.0 out of 5 stars,"5,544"
 B08DHSBP9S ,"
                ‎42 litres ",SHALIMAR Premium Oxo - Biodegradable Garbage Bags 24 X 32 Inches (Large) 60 Bags (4 Rolls) Dustbin Bag/Trash Bag - Green Color(Plastic),285," Shalimar garbage bags comes in roll form and in convenient packs of 30 or 15 bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a simple perforation technology for quickly separating the bags from the roll. Our Garbage Bags are designed to spread the word of hygiene and cleanliness by easy disposal of waste. These bags offer great flexibility, convenience and ensure a high degree of hygiene, whether at home or in office. Garbage bag is a very useful product for places like Kitchen, Offices, Parties, etc. ",https://www.amazon.in/Shalimar-Premium-OXO-Biodegradable-Garbage/dp/B08DHSBP9S/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-115,4.5 out of 5 stars,"2,131"
 B084JGJ8PF ,"
                ‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039 ",Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 15.6 inch laptop) 30 L (Blue & black),499,"
                                                          ",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-3,4.3 out of 5 stars,"13,238"
PrestoOBD-L15bagsPO6,828 g,"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",299,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Large in size, they easily fit any large dustbins, allowing you to clean out overflowing trash. Or store away old clothes for donation or clear out your yard, garden or basement. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. They are available in black colour in a pack of 6 rolls, and each roll contains 15 bags for your convenience.",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-78,4.3 out of 5 stars,"10,324"
B09S14TTG6,Half_Moon,"Half Moon 40L Waterproof Laptop Bag | Rucksack Bags for Men/Trekking Bags for Men | With Laptop Compartment & Rain cover | For Trekking, Hiking, Travel Backpack for Men & Women",689,"This backpack is lightweight water-resistant, capacity of approx 40 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for all your requirements also having a Rain cover.",https://www.amazon.in/Half-Moon-Rucksack-Bags-Compartment/dp/B09S14TTG6/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-77,3.8 out of 5 stars,148
 B07B8K3RQK ,"
                ‎Black ","Storite 2 Pack Moisture Proof Nylon Large Size Underbed Storage Bag For Clothes (54 x 46 x 28 cm) - Black, Rectangular",699, ,https://www.amazon.in/Storite-Pack-Big-Underbed-Moisture/dp/B07B8K3RQK/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-73,4.4 out of 5 stars,"18,123"
B07F342RQD,SKYBAGS,"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)","1,580","VIP Industries Limited is a renowned brand specializing in the manufacturing of quality bags for a wide range of purposes. With a rich history and extensive expertise in the industry, VIP Industries has established itself as a trusted provider of bags for numerous renowned brands. From travel luggage to stylish backpacks, business cases to trendy handbags, VIP Industries offers a diverse portfolio of products that cater to the diverse needs and preferences of its customers.",https://www.amazon.in/Skybags-Unisex-Polyester-Pattern-Hustle/dp/B07F342RQD/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-72,4.3 out of 5 stars,354
B09B27CYC4,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059","Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK)",999,"Safari Snap is a 35 Litres, 3 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as office, college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.",https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27CYC4/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-71,3.8 out of 5 stars,355
B0CJ38KTFS,"SHABA BAGS, SHABA BAGS 997198620",NORTH ZONE 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),449,"NORTH ZONE Casual Laptop Backpack Practical trend backpack, both very convenient to incorporate digital equipment, but also to give you large capacity main pockets to put some clothes, some books, bottle or something else. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior quality Nylon fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. This bag will last for many years. Comfortable: breathable mesh and wide shoulder straps with plentiful sponge padding help relieve the stress from your shoulder. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well and there are two compartments and reduced burden system designed.",https://www.amazon.in/NORTH-ZONE-Restant-Office-Backpack/dp/B0CJ38KTFS/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-70,4.6 out of 5 stars,3
B092VSZ69M,"EXOTIC COLLECTIONS, exoticcollections.delhi@gmail.com",EXOTIC Women's Sling Bag,450," ""At Exotic, We embark on a journey of style and sophistication, curating a collection of women's bags that transcend mere accessories. ",https://www.amazon.in/Exotic-Sling-Womens-Girls-Grey/dp/B092VSZ69M/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-74,4.2 out of 5 stars,"2,748"
,,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-48,3.8 out of 5 stars,"1,072"
Auxter,Unisex,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),429," Auxter   BLACKY Gym bag is the perfect companion for your daily workout or as a second   carry-on during your weekend getaway. It made from leather material for   better comfort and durability. The large compartment of the bag for your gym   clothes and other personal items. It has a comfortable, sturdy and adjustable   strap, so it can be used as a handbag or cross bag as you like. It's is   perfect for travel, sports, workout, athletics, fitness, running, jogging,   track and field, basketball, tennis, soccer, football, yoga, swimming,   camping, hiking, overnight and other outdoor activities. ",https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-69,4.3 out of 5 stars,"9,383"
 B07RSCPH4N ,"
                ‎Others ","amazon basics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack",599," Save space where you need it most with the AmazonBasics  Vacuum  Compression Storage Bags with Hand Pump. This incredible storage   solution allows you to easily vacuum-seal clothing, linens, drapery, and   much more. Expertly protect your essentials and heirlooms from  insects,  mold, bad odors, and moisture while saving space at the same  time ",https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-68,4.4 out of 5 stars,"11,753"
 B0BYDXVM5Q ,"
                ‎HP Inc., HP Sales India ",HP 320 15.6-inch Backpacks/Trolley Pass-Through; Padded Back Panel; Padded air mesh Panel/Hand wash and air Dry/Padded Laptop Pocket/1 Year Limited Warranty (793A6AA),599,,https://www.amazon.in/HP-15-6-inch-Backpacks-Pass-Through-793A6AA/dp/B0BYDXVM5Q/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-51,4.0 out of 5 stars,60
B0BL3S5NC1,"Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086",NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,540,"If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.",https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-50,4.0 out of 5 stars,"1,117"
B0847PGZZM,"Trawoc Gears, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695",TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"2,246","The TRAWOC 80L backpack is perfect for any adventure! This unisex travelling bag is designed for trekking, hiking, and camping, with a premium padded shoulder strap and mesh padding for maximum comfort. The padded back panel ensures breathability during extended wear. This backpack features a premium buckle and YKK zipper for added durability, making it the perfect mountain bag or camping rucksack. The front opening provides easy access to your gear, and the integrated rain cover keeps your belongings dry during inclement weather. This large backpack is suitable for men, women, boys, and girls, and can be used as a biker backpack or riding backpack. It has a Luggage/suitcase-type opening, which makes packing and unpacking a breeze. The back padding ensures that it's comfortable to wear for long periods of time, making it perfect for touring or flight travel. The TRAWOC backpack is perfect for daypack use, with excess storage capacity and weight-bearing capacity too. It's available in a variety of colors and sizes, making it suitable for any adventure or occasion. The 1-year warranty ensures that you'll be able to enjoy your backpack for years to come. Whether you're a tourist, tourister, or outdoor enthusiast, this big bag is perfect for you. It's a must-have for anyone who loves adventure and wants to travel in style and comfort. So, get your TRAWOC backpack today and start your next adventure!",https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-49,4.4 out of 5 stars,"7,711"
 B00MGFZGVK ,"
                ‎140 Grams ","Tetley Green Tea, Lemon And Honey, 100 Tea Bags, 140 Grams",421,"Tetley Green Tea is undoubtedly an excellent source of anti-oxidants. All the goodness now comes with immunity power of added Vitamin C with new Tetley Green Tea Immune Range. While anti-oxidants help cleanse your body from within, Vitamin C helps support your body’s immune system. This green tea with no calories provides many more benefits like boosting fat metabolism, helping to stay hydrated and helping to feel light and active. Driven by sustainability, these green tea bags are 100% plastic-free and staple-free. The flavoured variants contain 100% natural flavors. # A cup of green tea contains as much as 5 times (5X) the anti-oxidants in an apple. (‘USDA Database for the Flavonoid Content of Selected Foods’, Rel 3.3 March 2018)",https://www.amazon.in/Tetley-Green-Lemon-Honey-Bags/dp/B00MGFZGVK/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-67,4.3 out of 5 stars,"51,906"
VIP Industries Ltd,"VIP Industries Ltd, VIP Industries Ltd, DGP House, 5 th Floor, 88C Old Prabhadevi Road, Mumbai, Maharashtra - 400025; 24X7 Toll Free Helpline No. 1800-1022-256",Skybags Cardiff Polyester 55 Cms Travel Duffle Bag (Blue),"1,099",Skybags Cardiff Polyester 55 cms Blue Travel Duffle (DFCAR55BLU),https://www.amazon.in/Skybags-Cardiff-Polyester-Travel-DFCAR55BLU/dp/B073JYDK7P/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-52,4.2 out of 5 stars,"9,963"
,,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,449,,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-40,3.8 out of 5 stars,436
B09KY5541N,Frantic,"Frantic Soft Cartoon Animal Velvet Plush School Backpack Bag For 2 To 5 Years Boys/Girls - Nursery, Preschool, Picnic",289,"This Attractive School bag is tailored keeping in mind kid’s hectic school work load. It is so spacious, trendy and attractive that your school going children will love to carry. It is not only superior in quality and finish but also very durable and sturdy! - Description This bag is made of durable materials for long lasting. It has 2 compartments. This Bag is Suitable for Age Group 1-5 Years going to Play School or Nursery. Whether Your Toddler or Kid Is Heading Off To School Or Going On Their First Big Adventure, Your Little One Will Love Carrying Their Very Own Backpack. - Perfect For:Preschool, Daycare, Hiking And Day Trips. A Perfect Backpack For Toddlers Headed To Preschool or Daycare. - Features: Include Roomy Main Zipper Pocket, Handle, Adjustable Shoulder Straps. - Specification: Material: VelvetSuit for: 1-5 years old childrenCompartments: 2 - Gift idea:This backpack is very beautiful and perfectly designed for your child.For Your Baby, it's the perfect gift for cuteness, softness",https://www.amazon.in/Frantic-Cartoon-Velvet-Preschool-Nursery/dp/B09KY5541N/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-47,3.8 out of 5 stars,"6,066"
Fur Jaden,men,"FUR JADEN 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",429," Fur Jaden, inspired by the generation of young achievers. They aim to craft accessories with thoughtful design, good aesthetics and functionality which could accompany many confident men and women who face their urban adventures with effortless charm, cool confidence, and fearless spirit. Traveling is a challenge, be it in search of an adventure or your daily trips to school/college or office. You need an organized backpack to carry your essentials with ease. Fur Jaden brings to you a versatile multi-purpose backpack that won’t just organize your stuff for you but also lets your charge your phone on the go. ",https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-45,3.9 out of 5 stars,"10,504"
